dataset,time_period,region_name,region_type,region_code,people_in_debt
people_in_debt,2014,Zeeland,Province,PV29,950.0
people_in_debt,2015,Zeeland,Province,PV29,770.0
people_in_debt,2016,Zeeland,Province,PV29,610.0
people_in_debt,2017,Zeeland,Province,PV29,480.0
people_in_debt,2018,Zeeland,Province,PV29,425.0
people_in_debt,2019,Zeeland,Province,PV29,395.0
people_in_debt,2020,Zeeland,Province,PV29,350.0
people_in_debt,2021,Zeeland,Province,PV29,270.0
people_in_debt,2022,Zeeland,Province,PV29,195.0
people_in_debt,1999,Noord-Brabant,Province,PV30,760.0
people_in_debt,2000,Noord-Brabant,Province,PV30,1705.0
people_in_debt,2001,Noord-Brabant,Province,PV30,2475.0
people_in_debt,2002,Noord-Brabant,Province,PV30,3240.0
people_in_debt,2003,Noord-Brabant,Province,PV30,3640.0
people_in_debt,2004,Noord-Brabant,Province,PV30,4395.0
people_in_debt,2005,Noord-Brabant,Province,PV30,4545.0
people_in_debt,2006,Noord-Brabant,Province,PV30,5345.0
people_in_debt,2007,Noord-Brabant,Province,PV30,5945.0
people_in_debt,2008,Noord-Brabant,Province,PV30,5380.0
people_in_debt,2009,Noord-Brabant,Province,PV30,4705.0
people_in_debt,2010,Noord-Brabant,Province,PV30,4525.0
people_in_debt,2011,Noord-Brabant,Province,PV30,4755.0
people_in_debt,2012,Noord-Brabant,Province,PV30,5085.0
people_in_debt,2013,Noord-Brabant,Province,PV30,5120.0
people_in_debt,2014,Noord-Brabant,Province,PV30,4755.0
people_in_debt,2015,Noord-Brabant,Province,PV30,4240.0
people_in_debt,2016,Noord-Brabant,Province,PV30,3595.0
people_in_debt,2017,Noord-Brabant,Province,PV30,2860.0
people_in_debt,2018,Noord-Brabant,Province,PV30,2395.0
people_in_debt,2019,Noord-Brabant,Province,PV30,1920.0
people_in_debt,2020,Noord-Brabant,Province,PV30,1445.0
people_in_debt,2021,Noord-Brabant,Province,PV30,1145.0
people_in_debt,2022,Noord-Brabant,Province,PV30,875.0
people_in_debt,1999,Limburg,Province,PV31,480.0
people_in_debt,2000,Limburg,Province,PV31,1095.0
people_in_debt,2001,Limburg,Province,PV31,1665.0
people_in_debt,2002,Limburg,Province,PV31,1945.0
people_in_debt,2003,Limburg,Province,PV31,2080.0
people_in_debt,2004,Limburg,Province,PV31,2095.0
people_in_debt,2005,Limburg,Province,PV31,2490.0
people_in_debt,2006,Limburg,Province,PV31,2680.0
people_in_debt,2007,Limburg,Province,PV31,2795.0
people_in_debt,2008,Limburg,Province,PV31,2930.0
people_in_debt,2009,Limburg,Province,PV31,2670.0
people_in_debt,2010,Limburg,Province,PV31,2495.0
people_in_debt,2011,Limburg,Province,PV31,2465.0
people_in_debt,2012,Limburg,Province,PV31,2780.0
people_in_debt,2013,Limburg,Province,PV31,3185.0
people_in_debt,2014,Limburg,Province,PV31,3135.0
people_in_debt,2015,Limburg,Province,PV31,2955.0
people_in_debt,2016,Limburg,Province,PV31,2820.0
people_in_debt,2017,Limburg,Province,PV31,2530.0
people_in_debt,2018,Limburg,Province,PV31,2150.0
people_in_debt,2019,Limburg,Province,PV31,1625.0
people_in_debt,2020,Limburg,Province,PV31,1095.0
people_in_debt,2021,Limburg,Province,PV31,725.0
people_in_debt,2022,Limburg,Province,PV31,445.0
people_in_debt,1999,Niet in te delen,Province,PV99,775.0
people_in_debt,2000,Niet in te delen,Province,PV99,1605.0
people_in_debt,2001,Niet in te delen,Province,PV99,2305.0
people_in_debt,2002,Niet in te delen,Province,PV99,2780.0
people_in_debt,2003,Niet in te delen,Province,PV99,2940.0
people_in_debt,2004,Niet in te delen,Province,PV99,3420.0
people_in_debt,2005,Niet in te delen,Province,PV99,3700.0
people_in_debt,2006,Niet in te delen,Province,PV99,3645.0
people_in_debt,2007,Niet in te delen,Province,PV99,3415.0
people_in_debt,2008,Niet in te delen,Province,PV99,2715.0
people_in_debt,2009,Niet in te delen,Province,PV99,2065.0
people_in_debt,2010,Niet in te delen,Province,PV99,1775.0
people_in_debt,2011,Niet in te delen,Province,PV99,1625.0
people_in_debt,2012,Niet in te delen,Province,PV99,1510.0
people_in_debt,2013,Niet in te delen,Province,PV99,1400.0
people_in_debt,2014,Niet in te delen,Province,PV99,1255.0
people_in_debt,2015,Niet in te delen,Province,PV99,995.0
people_in_debt,2016,Niet in te delen,Province,PV99,710.0
people_in_debt,2017,Niet in te delen,Province,PV99,405.0
people_in_debt,2018,Niet in te delen,Province,PV99,245.0
people_in_debt,2019,Niet in te delen,Province,PV99,185.0
people_in_debt,2020,Niet in te delen,Province,PV99,140.0
people_in_debt,2021,Niet in te delen,Province,PV99,105.0
people_in_debt,2022,Niet in te delen,Province,PV99,85.0
people_in_debt,1999,Aa en Hunze,Municipality,GM1680,
people_in_debt,2000,Aa en Hunze,Municipality,GM1680,10.0
people_in_debt,2001,Aa en Hunze,Municipality,GM1680,25.0
people_in_debt,2002,Aa en Hunze,Municipality,GM1680,35.0
people_in_debt,2003,Aa en Hunze,Municipality,GM1680,40.0
people_in_debt,2004,Aa en Hunze,Municipality,GM1680,35.0
people_in_debt,2005,Aa en Hunze,Municipality,GM1680,20.0
people_in_debt,2006,Aa en Hunze,Municipality,GM1680,25.0
people_in_debt,2007,Aa en Hunze,Municipality,GM1680,35.0
people_in_debt,2008,Aa en Hunze,Municipality,GM1680,30.0
people_in_debt,2009,Aa en Hunze,Municipality,GM1680,25.0
people_in_debt,2010,Aa en Hunze,Municipality,GM1680,35.0
people_in_debt,2011,Aa en Hunze,Municipality,GM1680,50.0
people_in_debt,2012,Aa en Hunze,Municipality,GM1680,65.0
people_in_debt,2013,Aa en Hunze,Municipality,GM1680,60.0
people_in_debt,2014,Aa en Hunze,Municipality,GM1680,60.0
people_in_debt,2015,Aa en Hunze,Municipality,GM1680,65.0
people_in_debt,2016,Aa en Hunze,Municipality,GM1680,65.0
people_in_debt,2017,Aa en Hunze,Municipality,GM1680,65.0
people_in_debt,2018,Aa en Hunze,Municipality,GM1680,45.0
people_in_debt,2019,Aa en Hunze,Municipality,GM1680,35.0
people_in_debt,2020,Aa en Hunze,Municipality,GM1680,25.0
people_in_debt,2021,Aa en Hunze,Municipality,GM1680,20.0
people_in_debt,2022,Aa en Hunze,Municipality,GM1680,10.0
people_in_debt,1999,Aalburg,Municipality,GM0738,
people_in_debt,2000,Aalburg,Municipality,GM0738,
people_in_debt,2001,Aalburg,Municipality,GM0738,
people_in_debt,2002,Aalburg,Municipality,GM0738,
people_in_debt,2003,Aalburg,Municipality,GM0738,
people_in_debt,2004,Aalburg,Municipality,GM0738,10.0
people_in_debt,2005,Aalburg,Municipality,GM0738,10.0
people_in_debt,2006,Aalburg,Municipality,GM0738,10.0
people_in_debt,2007,Aalburg,Municipality,GM0738,10.0
people_in_debt,2008,Aalburg,Municipality,GM0738,15.0
people_in_debt,2009,Aalburg,Municipality,GM0738,
people_in_debt,2010,Aalburg,Municipality,GM0738,10.0
people_in_debt,2011,Aalburg,Municipality,GM0738,10.0
people_in_debt,2012,Aalburg,Municipality,GM0738,10.0
people_in_debt,2013,Aalburg,Municipality,GM0738,15.0
people_in_debt,2014,Aalburg,Municipality,GM0738,15.0
people_in_debt,2015,Aalburg,Municipality,GM0738,15.0
people_in_debt,2016,Aalburg,Municipality,GM0738,15.0
people_in_debt,2017,Aalburg,Municipality,GM0738,
people_in_debt,2018,Aalburg,Municipality,GM0738,10.0
people_in_debt,2019,Aalburg,Municipality,GM0738,
people_in_debt,2020,Aalburg,Municipality,GM0738,
people_in_debt,2021,Aalburg,Municipality,GM0738,
people_in_debt,2022,Aalburg,Municipality,GM0738,
people_in_debt,1999,Aalsmeer,Municipality,GM0358,
people_in_debt,2000,Aalsmeer,Municipality,GM0358,
people_in_debt,2001,Aalsmeer,Municipality,GM0358,15.0
people_in_debt,2002,Aalsmeer,Municipality,GM0358,15.0
people_in_debt,2003,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,2004,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,2005,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,2006,Aalsmeer,Municipality,GM0358,25.0
people_in_debt,2007,Aalsmeer,Municipality,GM0358,25.0
people_in_debt,2008,Aalsmeer,Municipality,GM0358,30.0
people_in_debt,2009,Aalsmeer,Municipality,GM0358,30.0
people_in_debt,2010,Aalsmeer,Municipality,GM0358,20.0
people_in_debt,2011,Aalsmeer,Municipality,GM0358,40.0
people_in_debt,2012,Aalsmeer,Municipality,GM0358,40.0
people_in_debt,2013,Aalsmeer,Municipality,GM0358,30.0
people_in_debt,2014,Aalsmeer,Municipality,GM0358,25.0
people_in_debt,2015,Aalsmeer,Municipality,GM0358,20.0
people_in_debt,2016,Aalsmeer,Municipality,GM0358,20.0
people_in_debt,2017,Aalsmeer,Municipality,GM0358,20.0
people_in_debt,2018,Aalsmeer,Municipality,GM0358,20.0
people_in_debt,2019,Aalsmeer,Municipality,GM0358,15.0
people_in_debt,2020,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,2021,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,2022,Aalsmeer,Municipality,GM0358,10.0
people_in_debt,1999,Aalten,Municipality,GM0197,
people_in_debt,2000,Aalten,Municipality,GM0197,15.0
people_in_debt,2001,Aalten,Municipality,GM0197,20.0
people_in_debt,2002,Aalten,Municipality,GM0197,20.0
people_in_debt,2003,Aalten,Municipality,GM0197,25.0
people_in_debt,2004,Aalten,Municipality,GM0197,35.0
people_in_debt,2005,Aalten,Municipality,GM0197,55.0
people_in_debt,2006,Aalten,Municipality,GM0197,50.0
people_in_debt,2007,Aalten,Municipality,GM0197,40.0
people_in_debt,2008,Aalten,Municipality,GM0197,40.0
people_in_debt,2009,Aalten,Municipality,GM0197,30.0
people_in_debt,2010,Aalten,Municipality,GM0197,30.0
people_in_debt,2011,Aalten,Municipality,GM0197,35.0
people_in_debt,2012,Aalten,Municipality,GM0197,40.0
people_in_debt,2013,Aalten,Municipality,GM0197,50.0
people_in_debt,2014,Aalten,Municipality,GM0197,40.0
people_in_debt,2015,Aalten,Municipality,GM0197,55.0
people_in_debt,2016,Aalten,Municipality,GM0197,50.0
people_in_debt,2017,Aalten,Municipality,GM0197,45.0
people_in_debt,2018,Aalten,Municipality,GM0197,35.0
people_in_debt,2019,Aalten,Municipality,GM0197,30.0
people_in_debt,2020,Aalten,Municipality,GM0197,35.0
people_in_debt,2021,Aalten,Municipality,GM0197,20.0
people_in_debt,2022,Aalten,Municipality,GM0197,15.0
people_in_debt,1999,Ter Aar,Municipality,GM0480,
people_in_debt,2000,Ter Aar,Municipality,GM0480,
people_in_debt,2001,Ter Aar,Municipality,GM0480,
people_in_debt,2002,Ter Aar,Municipality,GM0480,
people_in_debt,2003,Ter Aar,Municipality,GM0480,
people_in_debt,2004,Ter Aar,Municipality,GM0480,
people_in_debt,2005,Ter Aar,Municipality,GM0480,
people_in_debt,2006,Ter Aar,Municipality,GM0480,10.0
people_in_debt,2007,Ter Aar,Municipality,GM0480,
people_in_debt,2008,Ter Aar,Municipality,GM0480,
people_in_debt,2009,Ter Aar,Municipality,GM0480,
people_in_debt,2010,Ter Aar,Municipality,GM0480,
people_in_debt,2011,Ter Aar,Municipality,GM0480,
people_in_debt,2012,Ter Aar,Municipality,GM0480,
people_in_debt,2013,Ter Aar,Municipality,GM0480,
people_in_debt,2014,Ter Aar,Municipality,GM0480,
people_in_debt,2015,Ter Aar,Municipality,GM0480,
people_in_debt,2016,Ter Aar,Municipality,GM0480,
people_in_debt,2017,Ter Aar,Municipality,GM0480,
people_in_debt,2018,Ter Aar,Municipality,GM0480,
people_in_debt,2019,Ter Aar,Municipality,GM0480,
people_in_debt,2020,Ter Aar,Municipality,GM0480,
people_in_debt,2021,Ter Aar,Municipality,GM0480,
people_in_debt,2022,Ter Aar,Municipality,GM0480,
people_in_debt,1999,Abcoude,Municipality,GM0305,
people_in_debt,2000,Abcoude,Municipality,GM0305,
people_in_debt,2001,Abcoude,Municipality,GM0305,
people_in_debt,2002,Abcoude,Municipality,GM0305,
people_in_debt,2003,Abcoude,Municipality,GM0305,
people_in_debt,2004,Abcoude,Municipality,GM0305,
people_in_debt,2005,Abcoude,Municipality,GM0305,
people_in_debt,2006,Abcoude,Municipality,GM0305,
people_in_debt,2007,Abcoude,Municipality,GM0305,
people_in_debt,2008,Abcoude,Municipality,GM0305,
people_in_debt,2009,Abcoude,Municipality,GM0305,
people_in_debt,2010,Abcoude,Municipality,GM0305,
people_in_debt,2011,Abcoude,Municipality,GM0305,
people_in_debt,2012,Abcoude,Municipality,GM0305,
people_in_debt,2013,Abcoude,Municipality,GM0305,
people_in_debt,2014,Abcoude,Municipality,GM0305,
people_in_debt,2015,Abcoude,Municipality,GM0305,
people_in_debt,2016,Abcoude,Municipality,GM0305,
people_in_debt,2017,Abcoude,Municipality,GM0305,
people_in_debt,2018,Abcoude,Municipality,GM0305,
people_in_debt,2019,Abcoude,Municipality,GM0305,
people_in_debt,2020,Abcoude,Municipality,GM0305,
people_in_debt,2021,Abcoude,Municipality,GM0305,
people_in_debt,2022,Abcoude,Municipality,GM0305,
people_in_debt,1999,Achtkarspelen,Municipality,GM0059,
people_in_debt,2000,Achtkarspelen,Municipality,GM0059,15.0
people_in_debt,2001,Achtkarspelen,Municipality,GM0059,20.0
people_in_debt,2002,Achtkarspelen,Municipality,GM0059,20.0
people_in_debt,2003,Achtkarspelen,Municipality,GM0059,20.0
people_in_debt,2004,Achtkarspelen,Municipality,GM0059,25.0
