dataset,time_period,region_name,region_type,region_code,population,private_houshold_amount,average_standardized_income,median_standardized_income,inequality_income
income_inequality,2017,Fryslân,Province,PV21,Private housholds,287400.0,26900.0,24500.0,2400.0
income_inequality,2018,Fryslân,Province,PV21,Private housholds,288700.0,27300.0,24900.0,2400.0
income_inequality,2019,Fryslân,Province,PV21,Private housholds,290500.0,28900.0,26100.0,2800.0
income_inequality,2020,Fryslân,Province,PV21,Private housholds,292600.0,29500.0,27200.0,2300.0
income_inequality,2021,Fryslân,Province,PV21,Private housholds,294100.0,30800.0,28200.0,2600.0
income_inequality,2011,Drenthe,Province,PV22,Private housholds,208800.0,24800.0,22500.0,2300.0
income_inequality,2012,Drenthe,Province,PV22,Private housholds,209900.0,25000.0,22700.0,2300.0
income_inequality,2013,Drenthe,Province,PV22,Private housholds,210700.0,25100.0,23000.0,2100.0
income_inequality,2014,Drenthe,Province,PV22,Private housholds,210600.0,26300.0,23700.0,2600.0
income_inequality,2015,Drenthe,Province,PV22,Private housholds,211500.0,26300.0,24000.0,2300.0
income_inequality,2016,Drenthe,Province,PV22,Private housholds,212200.0,27400.0,24900.0,2500.0
income_inequality,2017,Drenthe,Province,PV22,Private housholds,214300.0,28200.0,25500.0,2700.0
income_inequality,2018,Drenthe,Province,PV22,Private housholds,215700.0,28400.0,25900.0,2500.0
income_inequality,2019,Drenthe,Province,PV22,Private housholds,217000.0,30000.0,27200.0,2800.0
income_inequality,2020,Drenthe,Province,PV22,Private housholds,218500.0,30900.0,28300.0,2600.0
income_inequality,2021,Drenthe,Province,PV22,Private housholds,219700.0,32200.0,29400.0,2800.0
income_inequality,2011,Overijssel,Province,PV23,Private housholds,474600.0,24300.0,22200.0,2100.0
income_inequality,2012,Overijssel,Province,PV23,Private housholds,477900.0,24500.0,22400.0,2100.0
income_inequality,2013,Overijssel,Province,PV23,Private housholds,481000.0,24700.0,22600.0,2100.0
income_inequality,2014,Overijssel,Province,PV23,Private housholds,480000.0,26000.0,23300.0,2700.0
income_inequality,2015,Overijssel,Province,PV23,Private housholds,483400.0,25800.0,23600.0,2200.0
income_inequality,2016,Overijssel,Province,PV23,Private housholds,486600.0,26900.0,24600.0,2300.0
income_inequality,2017,Overijssel,Province,PV23,Private housholds,491200.0,27700.0,25200.0,2500.0
income_inequality,2018,Overijssel,Province,PV23,Private housholds,495000.0,28000.0,25600.0,2400.0
income_inequality,2019,Overijssel,Province,PV23,Private housholds,499500.0,30000.0,26900.0,3100.0
income_inequality,2020,Overijssel,Province,PV23,Private housholds,503900.0,30700.0,28000.0,2700.0
income_inequality,2021,Overijssel,Province,PV23,Private housholds,507800.0,32000.0,29200.0,2800.0
income_inequality,2011,Flevoland,Province,PV24,Private housholds,157400.0,25200.0,23000.0,2200.0
income_inequality,2012,Flevoland,Province,PV24,Private housholds,159900.0,25100.0,23100.0,2000.0
income_inequality,2013,Flevoland,Province,PV24,Private housholds,161400.0,25400.0,23300.0,2100.0
income_inequality,2014,Flevoland,Province,PV24,Private housholds,162200.0,26500.0,24000.0,2500.0
income_inequality,2015,Flevoland,Province,PV24,Private housholds,163900.0,26600.0,24400.0,2200.0
income_inequality,2016,Flevoland,Province,PV24,Private housholds,165400.0,27700.0,25500.0,2200.0
income_inequality,2017,Flevoland,Province,PV24,Private housholds,167500.0,28400.0,26100.0,2300.0
income_inequality,2018,Flevoland,Province,PV24,Private housholds,169600.0,28900.0,26700.0,2200.0
income_inequality,2019,Flevoland,Province,PV24,Private housholds,172400.0,30700.0,28000.0,2700.0
income_inequality,2020,Flevoland,Province,PV24,Private housholds,175400.0,31500.0,29200.0,2300.0
income_inequality,2021,Flevoland,Province,PV24,Private housholds,177700.0,33000.0,30400.0,2600.0
income_inequality,2011,Gelderland,Province,PV25,Private housholds,850900.0,25400.0,22900.0,2500.0
income_inequality,2012,Gelderland,Province,PV25,Private housholds,859100.0,25600.0,23100.0,2500.0
income_inequality,2013,Gelderland,Province,PV25,Private housholds,867600.0,25700.0,23300.0,2400.0
income_inequality,2014,Gelderland,Province,PV25,Private housholds,871500.0,27100.0,24000.0,3100.0
income_inequality,2015,Gelderland,Province,PV25,Private housholds,880200.0,26700.0,24300.0,2400.0
income_inequality,2016,Gelderland,Province,PV25,Private housholds,886800.0,27800.0,25300.0,2500.0
income_inequality,2017,Gelderland,Province,PV25,Private housholds,896800.0,28800.0,25900.0,2900.0
income_inequality,2018,Gelderland,Province,PV25,Private housholds,905200.0,29000.0,26300.0,2700.0
income_inequality,2019,Gelderland,Province,PV25,Private housholds,914200.0,31200.0,27600.0,3600.0
income_inequality,2020,Gelderland,Province,PV25,Private housholds,922300.0,31700.0,28800.0,2900.0
income_inequality,2021,Gelderland,Province,PV25,Private housholds,930100.0,33000.0,29900.0,3100.0
income_inequality,2011,Utrecht,Province,PV26,Private housholds,555500.0,27300.0,24300.0,3000.0
income_inequality,2012,Utrecht,Province,PV26,Private housholds,560400.0,27500.0,24500.0,3000.0
income_inequality,2013,Utrecht,Province,PV26,Private housholds,565600.0,27700.0,24700.0,3000.0
income_inequality,2014,Utrecht,Province,PV26,Private housholds,569200.0,29200.0,25500.0,3700.0
income_inequality,2015,Utrecht,Province,PV26,Private housholds,575800.0,29000.0,25900.0,3100.0
income_inequality,2016,Utrecht,Province,PV26,Private housholds,580900.0,30200.0,26900.0,3300.0
income_inequality,2017,Utrecht,Province,PV26,Private housholds,586600.0,31200.0,27600.0,3600.0
income_inequality,2018,Utrecht,Province,PV26,Private housholds,592000.0,31500.0,28100.0,3400.0
income_inequality,2019,Utrecht,Province,PV26,Private housholds,598200.0,33900.0,29600.0,4300.0
income_inequality,2020,Utrecht,Province,PV26,Private housholds,604000.0,34500.0,30800.0,3700.0
income_inequality,2021,Utrecht,Province,PV26,Private housholds,608300.0,36000.0,32100.0,3900.0
income_inequality,2011,Noord-Holland,Province,PV27,Private housholds,1249600.0,26600.0,23100.0,3500.0
income_inequality,2012,Noord-Holland,Province,PV27,Private housholds,1261300.0,26800.0,23300.0,3500.0
income_inequality,2013,Noord-Holland,Province,PV27,Private housholds,1271000.0,27000.0,23500.0,3500.0
income_inequality,2014,Noord-Holland,Province,PV27,Private housholds,1280800.0,28600.0,24300.0,4300.0
income_inequality,2015,Noord-Holland,Province,PV27,Private housholds,1296500.0,28500.0,24700.0,3800.0
income_inequality,2016,Noord-Holland,Province,PV27,Private housholds,1309300.0,29700.0,25700.0,4000.0
income_inequality,2017,Noord-Holland,Province,PV27,Private housholds,1321900.0,30700.0,26300.0,4400.0
income_inequality,2018,Noord-Holland,Province,PV27,Private housholds,1332600.0,31200.0,26800.0,4400.0
income_inequality,2019,Noord-Holland,Province,PV27,Private housholds,1343500.0,33700.0,28200.0,5500.0
income_inequality,2020,Noord-Holland,Province,PV27,Private housholds,1355300.0,34100.0,29200.0,4900.0
income_inequality,2021,Noord-Holland,Province,PV27,Private housholds,1361300.0,35700.0,30400.0,5300.0
income_inequality,2011,Zuid-Holland,Province,PV28,Private housholds,1570200.0,25900.0,22900.0,3000.0
income_inequality,2012,Zuid-Holland,Province,PV28,Private housholds,1585300.0,26000.0,23000.0,3000.0
income_inequality,2013,Zuid-Holland,Province,PV28,Private housholds,1595300.0,26100.0,23100.0,3000.0
income_inequality,2014,Zuid-Holland,Province,PV28,Private housholds,1599500.0,27600.0,23800.0,3800.0
income_inequality,2015,Zuid-Holland,Province,PV28,Private housholds,1616500.0,27300.0,24100.0,3200.0
income_inequality,2016,Zuid-Holland,Province,PV28,Private housholds,1629200.0,28300.0,25000.0,3300.0
income_inequality,2017,Zuid-Holland,Province,PV28,Private housholds,1644500.0,29300.0,25600.0,3700.0
income_inequality,2018,Zuid-Holland,Province,PV28,Private housholds,1661700.0,29500.0,26100.0,3400.0
income_inequality,2019,Zuid-Holland,Province,PV28,Private housholds,1675700.0,31800.0,27500.0,4300.0
income_inequality,2020,Zuid-Holland,Province,PV28,Private housholds,1691800.0,32200.0,28600.0,3600.0
income_inequality,2021,Zuid-Holland,Province,PV28,Private housholds,1704200.0,33400.0,29700.0,3700.0
income_inequality,2011,Zeeland,Province,PV29,Private housholds,167200.0,25600.0,23200.0,2400.0
income_inequality,2012,Zeeland,Province,PV29,Private housholds,168400.0,25800.0,23500.0,2300.0
income_inequality,2013,Zeeland,Province,PV29,Private housholds,169400.0,26100.0,23600.0,2500.0
income_inequality,2014,Zeeland,Province,PV29,Private housholds,169600.0,27300.0,24300.0,3000.0
income_inequality,2015,Zeeland,Province,PV29,Private housholds,170100.0,27200.0,24700.0,2500.0
income_inequality,2016,Zeeland,Province,PV29,Private housholds,170700.0,28000.0,25500.0,2500.0
income_inequality,2017,Zeeland,Province,PV29,Private housholds,171700.0,28800.0,26000.0,2800.0
income_inequality,2018,Zeeland,Province,PV29,Private housholds,172700.0,29000.0,26400.0,2600.0
income_inequality,2019,Zeeland,Province,PV29,Private housholds,173900.0,30900.0,27600.0,3300.0
income_inequality,2020,Zeeland,Province,PV29,Private housholds,174500.0,31500.0,28700.0,2800.0
income_inequality,2021,Zeeland,Province,PV29,Private housholds,175900.0,32900.0,29800.0,3100.0
income_inequality,2011,Noord-Brabant,Province,PV30,Private housholds,1057000.0,26000.0,23500.0,2500.0
income_inequality,2012,Noord-Brabant,Province,PV30,Private housholds,1066900.0,26200.0,23700.0,2500.0
income_inequality,2013,Noord-Brabant,Province,PV30,Private housholds,1076500.0,26400.0,23900.0,2500.0
income_inequality,2014,Noord-Brabant,Province,PV30,Private housholds,1082800.0,27800.0,24600.0,3200.0
income_inequality,2015,Noord-Brabant,Province,PV30,Private housholds,1093900.0,27500.0,24900.0,2600.0
income_inequality,2016,Noord-Brabant,Province,PV30,Private housholds,1101900.0,28600.0,25900.0,2700.0
income_inequality,2017,Noord-Brabant,Province,PV30,Private housholds,1113500.0,29800.0,26500.0,3300.0
income_inequality,2018,Noord-Brabant,Province,PV30,Private housholds,1124800.0,29900.0,26900.0,3000.0
income_inequality,2019,Noord-Brabant,Province,PV30,Private housholds,1136500.0,32200.0,28300.0,3900.0
income_inequality,2020,Noord-Brabant,Province,PV30,Private housholds,1147000.0,32600.0,29400.0,3200.0
income_inequality,2021,Noord-Brabant,Province,PV30,Private housholds,1156200.0,34000.0,30600.0,3400.0
income_inequality,2011,Limburg,Province,PV31,Private housholds,500900.0,24500.0,22200.0,2300.0
income_inequality,2012,Limburg,Province,PV31,Private housholds,504300.0,24800.0,22400.0,2400.0
income_inequality,2013,Limburg,Province,PV31,Private housholds,506700.0,24800.0,22600.0,2200.0
income_inequality,2014,Limburg,Province,PV31,Private housholds,507000.0,26000.0,23300.0,2700.0
income_inequality,2015,Limburg,Province,PV31,Private housholds,509300.0,26000.0,23600.0,2400.0
income_inequality,2016,Limburg,Province,PV31,Private housholds,511100.0,26900.0,24500.0,2400.0
income_inequality,2017,Limburg,Province,PV31,Private housholds,514900.0,27700.0,25000.0,2700.0
income_inequality,2018,Limburg,Province,PV31,Private housholds,517000.0,27900.0,25400.0,2500.0
income_inequality,2019,Limburg,Province,PV31,Private housholds,519200.0,29800.0,26500.0,3300.0
income_inequality,2020,Limburg,Province,PV31,Private housholds,521200.0,30300.0,27500.0,2800.0
income_inequality,2021,Limburg,Province,PV31,Private housholds,523600.0,31500.0,28500.0,3000.0
income_inequality,2011,Aa en Hunze,Municipality,GM1680,Private housholds,11100.0,26500.0,23900.0,2600.0
income_inequality,2012,Aa en Hunze,Municipality,GM1680,Private housholds,11100.0,27000.0,24300.0,2700.0
income_inequality,2013,Aa en Hunze,Municipality,GM1680,Private housholds,11100.0,27200.0,24500.0,2700.0
income_inequality,2014,Aa en Hunze,Municipality,GM1680,Private housholds,10900.0,28900.0,25600.0,3300.0
income_inequality,2015,Aa en Hunze,Municipality,GM1680,Private housholds,10800.0,28900.0,26100.0,2800.0
income_inequality,2016,Aa en Hunze,Municipality,GM1680,Private housholds,10900.0,30100.0,27200.0,2900.0
income_inequality,2017,Aa en Hunze,Municipality,GM1680,Private housholds,11000.0,30900.0,27700.0,3200.0
income_inequality,2018,Aa en Hunze,Municipality,GM1680,Private housholds,11000.0,31100.0,28000.0,3100.0
income_inequality,2019,Aa en Hunze,Municipality,GM1680,Private housholds,11100.0,32400.0,29400.0,3000.0
income_inequality,2020,Aa en Hunze,Municipality,GM1680,Private housholds,11100.0,33400.0,30800.0,2600.0
income_inequality,2021,Aa en Hunze,Municipality,GM1680,Private housholds,11200.0,35100.0,32200.0,2900.0
income_inequality,2011,Aalsmeer,Municipality,GM0358,Private housholds,12200.0,29800.0,26200.0,3600.0
income_inequality,2012,Aalsmeer,Municipality,GM0358,Private housholds,12300.0,30500.0,26400.0,4100.0
income_inequality,2013,Aalsmeer,Municipality,GM0358,Private housholds,12300.0,30200.0,26700.0,3500.0
income_inequality,2014,Aalsmeer,Municipality,GM0358,Private housholds,12400.0,32700.0,27300.0,5400.0
income_inequality,2015,Aalsmeer,Municipality,GM0358,Private housholds,12600.0,31600.0,27800.0,3800.0
income_inequality,2016,Aalsmeer,Municipality,GM0358,Private housholds,12700.0,33400.0,28900.0,4500.0
income_inequality,2017,Aalsmeer,Municipality,GM0358,Private housholds,12900.0,34900.0,29500.0,5400.0
income_inequality,2018,Aalsmeer,Municipality,GM0358,Private housholds,12900.0,34700.0,30100.0,4600.0
income_inequality,2019,Aalsmeer,Municipality,GM0358,Private housholds,13000.0,38300.0,31600.0,6700.0
income_inequality,2020,Aalsmeer,Municipality,GM0358,Private housholds,13100.0,38900.0,32700.0,6200.0
income_inequality,2021,Aalsmeer,Municipality,GM0358,Private housholds,13200.0,40300.0,33900.0,6400.0
income_inequality,2011,Aalten,Municipality,GM0197,Private housholds,11000.0,24500.0,22400.0,2100.0
income_inequality,2012,Aalten,Municipality,GM0197,Private housholds,11100.0,24800.0,22700.0,2100.0
income_inequality,2013,Aalten,Municipality,GM0197,Private housholds,11200.0,24900.0,22900.0,2000.0
income_inequality,2014,Aalten,Municipality,GM0197,Private housholds,11200.0,26500.0,23600.0,2900.0
income_inequality,2015,Aalten,Municipality,GM0197,Private housholds,11100.0,26200.0,24100.0,2100.0
income_inequality,2016,Aalten,Municipality,GM0197,Private housholds,11200.0,27200.0,25100.0,2100.0
income_inequality,2017,Aalten,Municipality,GM0197,Private housholds,11300.0,28100.0,25800.0,2300.0
income_inequality,2018,Aalten,Municipality,GM0197,Private housholds,11300.0,28700.0,26300.0,2400.0
income_inequality,2019,Aalten,Municipality,GM0197,Private housholds,11400.0,30600.0,27400.0,3200.0
income_inequality,2020,Aalten,Municipality,GM0197,Private housholds,11500.0,31200.0,28600.0,2600.0
income_inequality,2021,Aalten,Municipality,GM0197,Private housholds,11500.0,32500.0,29800.0,2700.0
income_inequality,2011,Achtkarspelen,Municipality,GM0059,Private housholds,11400.0,22500.0,20700.0,1800.0
income_inequality,2012,Achtkarspelen,Municipality,GM0059,Private housholds,11400.0,22500.0,21000.0,1500.0
income_inequality,2013,Achtkarspelen,Municipality,GM0059,Private housholds,11500.0,22800.0,21100.0,1700.0
income_inequality,2014,Achtkarspelen,Municipality,GM0059,Private housholds,11500.0,23700.0,21600.0,2100.0
income_inequality,2015,Achtkarspelen,Municipality,GM0059,Private housholds,11600.0,23800.0,22000.0,1800.0
income_inequality,2016,Achtkarspelen,Municipality,GM0059,Private housholds,11600.0,24900.0,23000.0,1900.0
income_inequality,2017,Achtkarspelen,Municipality,GM0059,Private housholds,11600.0,25600.0,23600.0,2000.0
income_inequality,2018,Achtkarspelen,Municipality,GM0059,Private housholds,11600.0,25900.0,24000.0,1900.0
income_inequality,2019,Achtkarspelen,Municipality,GM0059,Private housholds,11700.0,27400.0,25300.0,2100.0
income_inequality,2020,Achtkarspelen,Municipality,GM0059,Private housholds,11700.0,28300.0,26300.0,2000.0
income_inequality,2021,Achtkarspelen,Municipality,GM0059,Private housholds,11800.0,29600.0,27200.0,2400.0
income_inequality,2011,Alblasserdam,Municipality,GM0482,Private housholds,7700.0,25600.0,23000.0,2600.0
income_inequality,2012,Alblasserdam,Municipality,GM0482,Private housholds,7800.0,26500.0,23300.0,3200.0
income_inequality,2013,Alblasserdam,Municipality,GM0482,Private housholds,7900.0,26000.0,23500.0,2500.0
income_inequality,2014,Alblasserdam,Municipality,GM0482,Private housholds,8000.0,27600.0,24300.0,3300.0
income_inequality,2015,Alblasserdam,Municipality,GM0482,Private housholds,8000.0,27200.0,24600.0,2600.0
income_inequality,2016,Alblasserdam,Municipality,GM0482,Private housholds,8000.0,28100.0,25400.0,2700.0
income_inequality,2017,Alblasserdam,Municipality,GM0482,Private housholds,8100.0,29000.0,25900.0,3100.0
income_inequality,2018,Alblasserdam,Municipality,GM0482,Private housholds,8100.0,29300.0,26400.0,2900.0
income_inequality,2019,Alblasserdam,Municipality,GM0482,Private housholds,8100.0,31100.0,27700.0,3400.0
income_inequality,2020,Alblasserdam,Municipality,GM0482,Private housholds,8200.0,31800.0,28900.0,2900.0
income_inequality,2021,Alblasserdam,Municipality,GM0482,Private housholds,8200.0,33200.0,30000.0,3200.0
income_inequality,2011,Albrandswaard,Municipality,GM0613,Private housholds,9700.0,31600.0,27500.0,4100.0
income_inequality,2012,Albrandswaard,Municipality,GM0613,Private housholds,9800.0,31000.0,28100.0,2900.0
income_inequality,2013,Albrandswaard,Municipality,GM0613,Private housholds,9900.0,32300.0,28300.0,4000.0
income_inequality,2014,Albrandswaard,Municipality,GM0613,Private housholds,9900.0,33500.0,29000.0,4500.0
income_inequality,2015,Albrandswaard,Municipality,GM0613,Private housholds,10000.0,32500.0,29400.0,3100.0
income_inequality,2016,Albrandswaard,Municipality,GM0613,Private housholds,10000.0,33600.0,30400.0,3200.0
income_inequality,2017,Albrandswaard,Municipality,GM0613,Private housholds,10100.0,34900.0,31300.0,3600.0
income_inequality,2018,Albrandswaard,Municipality,GM0613,Private housholds,10100.0,35900.0,31800.0,4100.0
income_inequality,2019,Albrandswaard,Municipality,GM0613,Private housholds,10200.0,37600.0,33200.0,4400.0
income_inequality,2020,Albrandswaard,Municipality,GM0613,Private housholds,10500.0,38300.0,34400.0,3900.0
income_inequality,2021,Albrandswaard,Municipality,GM0613,Private housholds,10300.0,39600.0,35900.0,3700.0
income_inequality,2011,Alkmaar,Municipality,GM0361,Private housholds,48600.0,25300.0,23300.0,2000.0
income_inequality,2012,Alkmaar,Municipality,GM0361,Private housholds,49000.0,25400.0,23500.0,1900.0
income_inequality,2013,Alkmaar,Municipality,GM0361,Private housholds,49300.0,25600.0,23700.0,1900.0
income_inequality,2014,Alkmaar,Municipality,GM0361,Private housholds,49500.0,26800.0,24400.0,2400.0
income_inequality,2015,Alkmaar,Municipality,GM0361,Private housholds,49700.0,27000.0,24900.0,2100.0
income_inequality,2016,Alkmaar,Municipality,GM0361,Private housholds,50100.0,27900.0,25800.0,2100.0
income_inequality,2017,Alkmaar,Municipality,GM0361,Private housholds,50600.0,28700.0,26400.0,2300.0
income_inequality,2018,Alkmaar,Municipality,GM0361,Private housholds,51000.0,29000.0,26700.0,2300.0
income_inequality,2019,Alkmaar,Municipality,GM0361,Private housholds,51400.0,30900.0,28000.0,2900.0
income_inequality,2020,Alkmaar,Municipality,GM0361,Private housholds,51900.0,31500.0,29100.0,2400.0
income_inequality,2021,Alkmaar,Municipality,GM0361,Private housholds,52400.0,32900.0,30200.0,2700.0
income_inequality,2011,Almelo,Municipality,GM0141,Private housholds,31300.0,23000.0,20700.0,2300.0
income_inequality,2012,Almelo,Municipality,GM0141,Private housholds,31400.0,23100.0,20900.0,2200.0
income_inequality,2013,Almelo,Municipality,GM0141,Private housholds,31600.0,23200.0,21000.0,2200.0
income_inequality,2014,Almelo,Municipality,GM0141,Private housholds,31300.0,24500.0,21600.0,2900.0
income_inequality,2015,Almelo,Municipality,GM0141,Private housholds,31300.0,24300.0,21900.0,2400.0
income_inequality,2016,Almelo,Municipality,GM0141,Private housholds,31600.0,25100.0,22600.0,2500.0
income_inequality,2017,Almelo,Municipality,GM0141,Private housholds,31900.0,25900.0,23200.0,2700.0
income_inequality,2018,Almelo,Municipality,GM0141,Private housholds,32100.0,26100.0,23600.0,2500.0
income_inequality,2019,Almelo,Municipality,GM0141,Private housholds,32600.0,27800.0,24600.0,3200.0
income_inequality,2020,Almelo,Municipality,GM0141,Private housholds,32600.0,28700.0,25700.0,3000.0
income_inequality,2021,Almelo,Municipality,GM0141,Private housholds,32800.0,29600.0,26800.0,2800.0
income_inequality,2011,Almere,Municipality,GM0034,Private housholds,77200.0,25400.0,23300.0,2100.0
income_inequality,2012,Almere,Municipality,GM0034,Private housholds,78900.0,25300.0,23400.0,1900.0
income_inequality,2013,Almere,Municipality,GM0034,Private housholds,79800.0,25600.0,23700.0,1900.0
income_inequality,2014,Almere,Municipality,GM0034,Private housholds,80200.0,26600.0,24400.0,2200.0
income_inequality,2015,Almere,Municipality,GM0034,Private housholds,81000.0,26900.0,24900.0,2000.0
income_inequality,2016,Almere,Municipality,GM0034,Private housholds,81800.0,28000.0,25900.0,2100.0
income_inequality,2017,Almere,Municipality,GM0034,Private housholds,83400.0,28800.0,26600.0,2200.0
income_inequality,2018,Almere,Municipality,GM0034,Private housholds,84900.0,29200.0,27200.0,2000.0
income_inequality,2019,Almere,Municipality,GM0034,Private housholds,86800.0,30800.0,28500.0,2300.0
income_inequality,2020,Almere,Municipality,GM0034,Private housholds,88700.0,31800.0,29600.0,2200.0
income_inequality,2021,Almere,Municipality,GM0034,Private housholds,89700.0,33300.0,31000.0,2300.0
income_inequality,2011,Alphen aan den Rijn,Municipality,GM0484,Private housholds,44300.0,27700.0,25100.0,2600.0
income_inequality,2012,Alphen aan den Rijn,Municipality,GM0484,Private housholds,44700.0,27800.0,25200.0,2600.0
income_inequality,2013,Alphen aan den Rijn,Municipality,GM0484,Private housholds,45000.0,28000.0,25400.0,2600.0
income_inequality,2014,Alphen aan den Rijn,Municipality,GM0484,Private housholds,45100.0,29100.0,26100.0,3000.0
income_inequality,2015,Alphen aan den Rijn,Municipality,GM0484,Private housholds,45600.0,29000.0,26500.0,2500.0
income_inequality,2016,Alphen aan den Rijn,Municipality,GM0484,Private housholds,45900.0,30300.0,27500.0,2800.0
income_inequality,2017,Alphen aan den Rijn,Municipality,GM0484,Private housholds,46600.0,31100.0,28200.0,2900.0
income_inequality,2018,Alphen aan den Rijn,Municipality,GM0484,Private housholds,47100.0,31500.0,28600.0,2900.0
income_inequality,2019,Alphen aan den Rijn,Municipality,GM0484,Private housholds,48100.0,33800.0,29900.0,3900.0
income_inequality,2020,Alphen aan den Rijn,Municipality,GM0484,Private housholds,48500.0,34400.0,31200.0,3200.0
income_inequality,2021,Alphen aan den Rijn,Municipality,GM0484,Private housholds,48900.0,35600.0,32400.0,3200.0
income_inequality,2011,Alphen-Chaam,Municipality,GM1723,Private housholds,3700.0,29200.0,26200.0,3000.0
income_inequality,2012,Alphen-Chaam,Municipality,GM1723,Private housholds,3800.0,29300.0,26500.0,2800.0
income_inequality,2013,Alphen-Chaam,Municipality,GM1723,Private housholds,3800.0,29700.0,26700.0,3000.0
income_inequality,2014,Alphen-Chaam,Municipality,GM1723,Private housholds,3900.0,31100.0,27400.0,3700.0
income_inequality,2015,Alphen-Chaam,Municipality,GM1723,Private housholds,3900.0,30600.0,27900.0,2700.0
income_inequality,2016,Alphen-Chaam,Municipality,GM1723,Private housholds,4000.0,31900.0,29100.0,2800.0
income_inequality,2017,Alphen-Chaam,Municipality,GM1723,Private housholds,4100.0,32900.0,29500.0,3400.0
income_inequality,2018,Alphen-Chaam,Municipality,GM1723,Private housholds,4100.0,33200.0,29900.0,3300.0
income_inequality,2019,Alphen-Chaam,Municipality,GM1723,Private housholds,4100.0,36400.0,31500.0,4900.0
income_inequality,2020,Alphen-Chaam,Municipality,GM1723,Private housholds,4200.0,36500.0,32500.0,4000.0
income_inequality,2021,Alphen-Chaam,Municipality,GM1723,Private housholds,4300.0,37800.0,34200.0,3600.0
income_inequality,2011,Altena,Municipality,GM1959,Private housholds,20200.0,27500.0,24500.0,3000.0
income_inequality,2012,Altena,Municipality,GM1959,Private housholds,20400.0,27600.0,24600.0,3000.0
income_inequality,2013,Altena,Municipality,GM1959,Private housholds,20600.0,27500.0,24900.0,2600.0
income_inequality,2014,Altena,Municipality,GM1959,Private housholds,20700.0,29200.0,25600.0,3600.0
income_inequality,2015,Altena,Municipality,GM1959,Private housholds,20900.0,28800.0,26000.0,2800.0
income_inequality,2016,Altena,Municipality,GM1959,Private housholds,21100.0,29800.0,26900.0,2900.0
income_inequality,2017,Altena,Municipality,GM1959,Private housholds,21300.0,31100.0,27600.0,3500.0
income_inequality,2018,Altena,Municipality,GM1959,Private housholds,21600.0,31300.0,28000.0,3300.0
income_inequality,2019,Altena,Municipality,GM1959,Private housholds,22000.0,33200.0,29400.0,3800.0
income_inequality,2020,Altena,Municipality,GM1959,Private housholds,22300.0,34100.0,30500.0,3600.0
income_inequality,2021,Altena,Municipality,GM1959,Private housholds,22600.0,35400.0,31600.0,3800.0
